customer_id,name,date_of_birth,gender,citizenship,marital_status,employment_status,annual_income,customer_segment,onboarding_date,digital_literacy_level,known_device_familiarity_score,scam_education_completed,risk_profile,is_vulnerable,vulnerability_score,vulnerability_flags,is_mule_account,credit_score,kyc_level,aml_risk_level,age,customer_tenure_years,account_count,total_balance,avg_balance,max_balance,balance_std,daily_limit_max,monthly_limit_max,mule_account_count,txn_count,total_amount,avg_amount,std_amount,max_amount,min_amount,fraud_count,fraud_rate,avg_risk_score,max_risk_score,known_device_rate,ctr_count,sar_count,total_calls,inbound_call_rate,escalated_call_rate,outcome_reached_rate,avg_call_duration,max_call_duration,avg_call_quality,avg_resolution_hours,high_risk_call_rate,alert_count,critical_alert_rate,high_alert_rate,avg_alert_risk_score,avg_false_positive_prob,avg_escalation_level,alert_closure_rate,balance_to_income_ratio,avg_txn_to_balance_ratio,risk_velocity,mule_account_ratio,accounts_per_year,txn_per_month,alert_to_txn_ratio,call_to_txn_ratio
AU-CUST00278,Elaine Brooks,1979-10-24,Male,AU,Married,Part-time,30939.0,Standard,2024-02-16,Medium,0.35,0,Medium,True,0.01,ELDERLY,0,517,Enhanced,High,45.973990417522245,1.6591375770020533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,435.73,108.9325,175.6565699264714,371.85,5.0,0.0,0.0,16.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.9325,0.0,0.0,0.0,0.19129922419719142,0.0,0.0
AU-CUST00033,Tommy Walter,1950-10-31,Male,AU,Single,Full-time,20448.0,Standard,2024-04-06,Low,0.407,0,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,0,677,Standard,Medium,74.95414099931554,1.5222450376454484,1.0,158.03,158.03,158.03,0.0,25000.0,89752.0,0.0,3.0,1030.99,343.66333333333336,532.8217229367937,958.02,7.79,0.0,0.0,17.333333333333332,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1504.0,1504.0,0.89,3.1,0.0,2.0,0.5,1.0,798.0,0.175,1.0,0.0,0.007728006259474791,2.160996876899537,0.0,0.0,0.6164296865111176,0.15570712991580518,0.5,0.25
AU-CUST00061,Amber Kidd,1973-10-25,Male,AU,Single,Part-time,65908.0,Standard,2025-01-08,Medium,0.631,0,Low,False,0.0,PRIOR_VICTIM,0,660,Enhanced,Medium,51.969883641341546,0.7638603696098563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1631.7,815.85,305.2438553026089,1031.69,600.01,1.0,0.5,22.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.85,0.3333333333333333,0.0,0.0,0.19672793375075742,0.0,0.0
AU-CUST00073,John Daniel,1949-10-31,Male,AU,Married,Student,14227.0,Standard,2024-12-26,Medium,0.461,0,Medium,True,0.08,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,0,581,Standard,High,75.95345653661876,0.7994524298425736,1.0,11726.68,11726.68,11726.68,0.0,25000.0,33082.0,0.0,1.0,328.36,328.36,0.0,328.36,328.36,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8241973573235873,0.02799871756391716,0.0,0.0,1.1117875351951907,0.09439813917425857,0.0,0.0
AU-CUST00311,Jordan Chambers,2001-10-18,Male,AU,Single,Full-time,82972.0,Standard,2025-04-27,Medium,0.307,1,Low,False,0.0,PRIOR_VICTIM,0,690,Enhanced,Medium,23.98904859685147,0.4654346338124572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,533.64,533.64,0.0,533.64,533.64,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.64,0.0,0.0,0.0,0.15185531649516684,0.0,0.0
AU-CUST00729,Robert Gonzales,1985-10-22,Male,AU,Single,Full-time,99680.0,Standard,2025-03-01,Medium,0.372,0,Low,False,0.0,PRIOR_VICTIM,0,778,Standard,Medium,39.97809719370294,0.621492128678987,4.0,77274.66,19318.665,24743.43,4603.444026802108,25000.0,180664.0,0.0,3.0,1336.8400000000001,445.6133333333334,678.1152487102273,1227.16,13.26,0.0,0.0,41.0,53.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,733.5,1112.0,0.75,4.6,0.5,1.0,0.0,1.0,930.0,0.07,1.0,0.0,0.7752195503656665,0.023065272267057083,0.0,0.0,5.544066027891092,0.35469774217042976,0.25,0.5
AU-CUST00890,Donald Miller,1956-10-29,Male,AU,Single,Retired,53920.0,Standard,2024-06-11,Medium,0.964,0,Low,True,0.0,YOUNG_ADULT|LOW_INCOME,0,709,Enhanced,High,68.95824777549623,1.3415468856947297,1.0,10210.69,10210.69,10210.69,0.0,25000.0,31260.0,0.0,2.0,814.32,407.16,254.79885753276056,587.33,226.99,0.0,0.0,33.5,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18936388420096067,0.03987195067613686,0.0,0.0,0.6936992545463178,0.11696889636123452,0.0,0.0
AU-CUST00373,Jeremy Turner,1951-10-31,Male,AU,Single,Full-time,59740.0,Standard,2024-11-01,Medium,0.351,1,Low,False,0.0,PRIOR_VICTIM,0,701,Simplified,Medium,73.95482546201232,0.9500342231348392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,225.0,225.0,0.91,5.2,0.0,2.0,0.0,1.0,905.0,0.13,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
AU-CUST00340,Tracy Ballard,1994-10-20,Male,AU,Single,Full-time,49204.0,Standard,2024-09-18,Low,0.28,0,Low,True,0.0,YOUNG_ADULT|LOW_INCOME,0,780,Standard,Medium,30.98425735797399,1.0704996577686516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU-CUST00710,Maria Henry,1980-10-23,Male,AU,Married,Retired,105918.0,Premium,2025-05-06,Medium,0.991,0,Low,False,0.0,YOUNG_ADULT,0,722,Standard,High,44.97467488021903,0.4407939767282683,2.0,15235.82,7617.91,13128.64,7793.349104576286,25000.0,196528.0,0.0,1.0,39.04,39.04,0.0,39.04,39.04,1.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14384406952482556,0.005124092553921755,0.5,0.0,3.6982660422731297,0.15899444988573294,0.0,0.0
AU-CUST00408,Anthony Moore,1942-11-02,Male,AU,Married,Full-time,54947.0,Standard,2024-05-28,High,0.59,1,Low,False,0.0,PRIOR_VICTIM,0,844,Standard,Medium,82.94866529774127,1.379876796714579,1.0,674.54,674.54,674.54,0.0,25000.0,190411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012275970008007571,0.0,0.0,0.0,0.6757319272929097,0.0,0.0,0.0
AU-CUST00663,Alexis Harris,2001-10-18,Male,AU,Married,Full-time,15737.0,Standard,2024-07-19,Medium,0.897,0,Low,True,0.0,PRIOR_VICTIM,0,534,Enhanced,Medium,23.98904859685147,1.2375085557837098,3.0,17024.79,5674.93,15832.75,8810.671718796473,25000.0,176660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,848.0,0.18,1.0,0.0,1.0817632481890964,0.0,0.0,0.0,2.242976306227931,0.0,2.0,0.0
AU-CUST00522,Meghan Rush,1974-10-25,Male,AU,Married,Full-time,19154.0,Standard,2025-02-22,Medium,0.648,1,Medium,True,0.01,ELDERLY,0,564,Standard,Medium,50.97056810403833,0.6406570841889117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU-CUST00954,Ariel Sandoval,2005-10-17,Male,AU,Married,Part-time,21539.0,Standard,2025-05-20,Medium,0.561,1,Low,True,0.01,LOW_INCOME,0,752,Standard,Medium,19.991786447638603,0.4024640657084189,1.0,27648.34,27648.34,27648.34,0.0,18817.0,73899.0,0.0,1.0,11.88,11.88,0.0,11.88,11.88,0.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283581244196843,0.00042966667558791644,0.0,0.0,1.9901920719248056,0.17153927439239167,0.0,0.0
AU-CUST00604,Tanya Russell,1976-10-24,Male,AU,Married,Part-time,35798.0,Standard,2024-01-02,Medium,0.423,1,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,0,610,Enhanced,Medium,48.9719370294319,1.782340862422998,1.0,9789.98,9789.98,9789.98,0.0,5001.0,197518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,865.0,0.15000000000000002,1.0,0.0,0.2734707673398698,0.0,0.0,0.0,0.5312534089669466,0.0,2.0,0.0
AU-CUST00582,James Gilbert,1945-11-01,Male,AU,Single,Retired,70212.0,Premium,2025-02-28,Medium,0.969,0,Medium,True,0.02,YOUNG_ADULT,0,573,Standard,High,79.95071868583162,0.6242299794661191,1.0,1742.32,1742.32,1742.32,0.0,25000.0,42674.0,0.0,1.0,1234.47,1234.47,0.0,1234.47,1234.47,0.0,0.0,64.0,64.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,231.0,231.0,0.86,4.8,1.0,1.0,0.0,1.0,761.0,0.35,2.0,0.0,0.024814777890134306,0.7081144024046073,0.0,0.0,1.3807768641905303,0.1177750906892382,0.5,0.5
AU-CUST00153,Debra Morton,2000-10-18,Male,AU,Single,Retired,95125.0,Standard,2024-03-28,Medium,0.902,1,Low,False,0.0,PRIOR_VICTIM,0,738,Simplified,Medium,24.98836413415469,1.5468856947296372,1.0,1170.63,1170.63,1170.63,0.0,25000.0,149635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012306099278851209,0.0,0.0,0.0,0.607206683014006,0.0,0.0,0.0
AU-CUST00046,Rebecca Henderson,1979-10-24,Male,AU,Single,Part-time,37724.0,Standard,2025-02-09,Medium,0.79,1,Low,False,0.0,ELDERLY|LOW_INCOME,0,525,Standard,Medium,45.973990417522245,0.676249144421629,1.0,2920.89,2920.89,2920.89,0.0,6836.0,158235.0,0.0,2.0,989.93,494.965,110.41472388227938,573.04,416.89,0.0,0.0,22.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,406.0,406.0,0.77,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07742584493041749,0.16939891645476043,0.0,0.0,1.2882461864033155,0.21941878801531875,0.0,0.3333333333333333
AU-CUST00876,Michael Miles,2006-10-17,Male,AU,Married,Retired,18191.0,Standard,2024-07-18,Medium,0.484,1,Low,True,0.0,LOW_INCOME,0,669,Enhanced,Medium,18.99247091033539,1.2402464065708418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375.02,375.02,0.0,375.02,375.02,0.0,0.0,37.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,908.0,908.0,0.81,4.8,1.0,1.0,0.0,1.0,803.0,0.08,1.0,0.0,0.0,375.02,0.0,0.0,0.0,0.06296056884292178,0.5,0.5
AU-CUST00656,Susan Thompson,1967-10-27,Male,AU,Single,Full-time,11817.0,Standard,2025-06-09,High,0.826,1,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,0,671,Standard,Medium,57.96577686516085,0.34770704996577684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,245.51,81.83666666666666,69.23686469889674,154.17,16.18,0.0,0.0,17.333333333333332,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,861.0,0.14500000000000002,1.0,0.0,0.0,81.83666666666666,0.0,0.0,0.0,0.5799920603414054,0.5,0.0
AU-CUST00926,Joshua Washington,1956-10-29,Male,AU,Widowed,Full-time,74185.0,Standard,2024-08-19,Low,0.795,1,Low,True,0.0,PRIOR_VICTIM,0,805,Simplified,Medium,68.95824777549623,1.1526351813826146,1.0,8962.23,8962.23,8962.23,0.0,25000.0,110783.0,0.0,3.0,102.57,34.19,28.511630960013495,62.34,5.33,0.0,0.0,18.333333333333332,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12080756476963307,0.003814473130779864,0.0,0.0,0.7983170318561827,0.20227052471272328,0.0,0.0
AU-CUST00232,Elizabeth Perkins,2003-10-18,Male,AU,Married,Part-time,28528.0,Standard,2024-05-16,Low,0.684,0,Low,True,0.0,YOUNG_ADULT|LOW_INCOME,0,547,Simplified,High,21.99041752224504,1.4127310061601643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU-CUST00186,Justin Torres,1971-10-26,Male,AU,Single,Self-employed,119941.0,Premium,2025-01-08,Medium,0.335,0,Low,False,0.0,PRIOR_VICTIM,0,683,Enhanced,Medium,53.96851471594798,0.7638603696098563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU-CUST00466,Alfred Galvan,1973-10-25,Male,AU,Married,Full-time,33650.0,Standard,2025-05-14,High,0.291,0,Low,True,0.0,PRIOR_VICTIM,0,711,Enhanced,Medium,51.969883641341546,0.4188911704312115,2.0,6360.69,3180.345,5579.73,3393.2428083545683,16632.0,170439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18901934563608808,0.0,0.0,0.0,3.8543727740403644,0.0,0.0,0.0
AU-CUST00092,Rebecca Valencia,1951-10-31,Male,AU,Single,Self-employed,118725.0,Premium,2025-03-01,Medium,0.578,1,Low,False,0.0,PRIOR_VICTIM,0,779,Standard,Medium,73.95482546201232,0.621492128678987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU-CUST00561,Nancy Evans MD,2006-10-17,Male,AU,Married,Part-time,49785.0,Standard,2024-07-08,Low,0.701,0,Low,True,0.0,ELDERLY|LOW_DIGITAL_LITERACY,0,646,Simplified,High,18.99247091033539,1.267624914442163,1.0,5718.53,5718.53,5718.53,0.0,7950.0,192396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1140.0,1140.0,0.87,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11486221025991242,0.0,0.0,0.0,0.731194634903158,0.0,0.0,1.0
AU-CUST00244,Michael Bradshaw,2005-10-17,Male,AU,Married,Full-time,95724.0,Standard,2024-03-14,Medium,0.833,0,Very High,False,0.01,LOW_DIGITAL_LITERACY,0,684,Standard,Medium,19.991786447638603,1.5852156057494866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.719999999999999,5.359999999999999,0.5091168824543137,5.72,5.0,0.0,0.0,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359999999999999,0.0,0.0,0.0,0.09988719105732746,0.0,0.0
AU-CUST00270,Benjamin Smith,1994-10-20,Male,AU,Single,Part-time,102879.0,Standard,2025-05-31,Medium,0.595,1,Medium,True,0.0,YOUNG_ADULT|LOW_INCOME,0,581,Standard,Medium,30.98425735797399,0.3723477070499658,1.0,7493.48,7493.48,7493.48,0.0,25000.0,195104.0,0.0,1.0,97.34,97.34,0.0,97.34,97.34,0.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07283709175738724,0.012988226001003406,0.0,0.0,2.117084480510071,0.18287645512579795,0.0,0.0
AU-CUST00455,Travis Tucker,2007-10-17,Male,AU,Married,Full-time,48925.0,Standard,2024-09-18,Medium,0.404,0,Low,False,0.0,PRIOR_VICTIM,0,705,Enhanced,Medium,18.0,1.0704996577686516,1.0,2166.13,2166.13,2166.13,0.0,25000.0,31013.0,0.0,1.0,11.65,11.65,0.0,11.65,11.65,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04427359686056494,0.005375773488438626,0.0,0.0,0.8543360037424711,0.0722230461219042,0.0,0.0
AU-CUST00770,Lisa Cervantes,1986-10-22,Male,AU,Married,Full-time,104193.0,Standard,2024-02-09,High,0.724,1,Low,True,0.0,PRIOR_VICTIM,0,573,Standard,Medium,38.978781656399725,1.678302532511978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,874.98,437.49,401.53765676459284,721.42,153.56,0.0,0.0,26.5,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,763.0,0.07,2.0,0.0,0.0,437.49,0.0,0.0,0.0,0.09460903351141331,0.3333333333333333,0.0
AU-CUST00707,David Davenport,2005-10-17,Male,AU,Single,Retired,91441.0,Standard,2024-11-25,Medium,0.811,1,Medium,False,0.01,YOUNG_ADULT,0,510,Standard,High,19.991786447638603,0.8843258042436687,1.0,1473.0,1473.0,1473.0,0.0,25000.0,60043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,1414.6666666666667,1857.0,0.8233333333333333,2.6999999999999997,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016108571553553074,0.0,0.0,0.0,1.0159237883318268,0.0,0.0,3.0
AU-CUST00368,Theresa Williams,1953-10-30,Male,AU,Married,Part-time,61782.0,Standard,2024-07-07,High,0.435,0,Low,False,0.0,PRIOR_VICTIM,0,713,Standard,Medium,71.95619438740589,1.270362765229295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.57,187.57,0.0,187.57,187.57,0.0,0.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.57,0.0,0.0,0.0,0.061559853368727095,0.0,0.0
AU-CUST00397,Jesse Perry,1981-10-23,Male,AU,Single,Part-time,30017.0,Standard,2024-11-02,Medium,0.815,0,Low,False,0.0,LOW_INCOME,0,684,Enhanced,Medium,43.97535934291581,0.947296372347707,1.0,7751.15,7751.15,7751.15,0.0,7543.0,118981.0,0.0,1.0,1002.48,1002.48,0.0,1002.48,1002.48,0.0,0.0,59.0,59.0,1.0,0.0,0.0,2.0,0.5,0.0,1.0,542.0,838.0,0.845,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25821673662469186,0.12931638319691957,0.0,0.0,0.954839552970394,0.08085671592229786,0.0,1.0
AU-CUST00006,Connie Lawrence,1961-10-28,Male,AU,Single,Full-time,33973.0,Standard,2024-11-16,High,0.764,1,Low,False,0.0,YOUNG_ADULT|LOW_INCOME,0,816,Standard,Medium,63.96167008898015,0.9089664613278576,1.0,44.81,44.81,44.81,0.0,25000.0,180751.0,0.0,2.0,1657.85,828.925,719.5872158744901,1337.75,320.1,0.0,0.0,44.5,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013189497851298052,18.094848286400346,0.0,0.0,0.9911132216267552,0.167959993102259,0.0,0.0
AU-CUST00988,Karen Johnson,1988-10-21,Male,AU,Married,Unemployed,11080.0,Standard,2024-08-18,High,0.744,0,Medium,True,0.02,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,0,548,Standard,Medium,36.98015058179329,1.1553730321697468,1.0,412.98,412.98,412.98,0.0,25000.0,199999.0,0.0,4.0,447.78,111.945,181.71253900964933,383.65,7.76,0.0,0.0,9.5,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726919953072828,0.27041161408763703,0.0,0.0,0.7965759773185758,0.26909794170465534,0.0,0.0
AU-CUST00386,Paul Wilson,1963-10-28,Male,AU,Single,Part-time,18699.0,Standard,2025-01-25,Low,0.393,1,Medium,True,0.04,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,0,542,Standard,Medium,61.96303901437371,0.7173169062286106,1.0,807.58,807.58,807.58,0.0,25000.0,30906.0,1.0,2.0,252.2,126.1,71.61577479857354,176.74,75.46,0.0,0.0,12.0,17.0,1.0,0.0,0.0,4.0,0.5,0.25,0.5,1341.0,1801.0,0.8325,2.85,0.25,3.0,0.0,1.0,860.3333333333334,0.21,1.3333333333333333,0.0,0.04318609625668449,0.15595241039847632,0.0,0.5,1.2235156184574156,0.20816413763624708,1.0,1.3333333333333333
AU-CUST00771,Michael Henry,1977-10-24,Male,AU,Single,Part-time,33465.0,Standard,2024-07-19,Medium,0.887,1,Medium,False,0.06,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,0,448,Standard,High,47.97262149212868,1.2375085557837098,1.0,9544.47,9544.47,9544.47,0.0,25000.0,35539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851990079483655,0.0,0.0,0.0,0.7476587687426436,0.0,0.0,0.0
AU-CUST00643,Rachel Bradley,1978-10-24,Male,AU,Divorced,Unemployed,89552.0,Standard,2024-11-30,Medium,0.8,1,Medium,False,0.01,ELDERLY|PRIOR_VICTIM|LOW_DIGITAL_LITERACY,0,582,Standard,Medium,46.97330595482546,0.8706365503080082,1.0,966.62,966.62,966.62,0.0,19418.0,46654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,830.0,0.34,1.0,0.0,0.010793831585764854,0.0,0.0,0.0,1.0302517452929976,0.0,1.0,0.0
AU-CUST00315,Joyce Bowen,2004-10-17,Male,AU,Single,Full-time,59505.0,Standard,2024-10-28,Low,0.915,0,Low,False,0.0,ELDERLY|LOW_DIGITAL_LITERACY,0,809,Standard,Medium,20.99110198494182,0.9609856262833676,1.0,339.66,339.66,339.66,0.0,25000.0,30888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00570799583235304,0.0,0.0,0.0,0.9425198374298431,0.0,0.0,0.0
